No. of LOC, Occurrences
apache-ant-1.8.4/src/main/org/apache/tools/ant/util/ReflectUtil.java,1
apache-ant-1.8.4/src/main/org/apache/tools/ant/util/SplitClassLoader.java,1
apache-ant-1.8.4/src/main/org/apache/tools/ant/util/SymbolicLinkUtils.java,1
apache-ant-1.8.4/src/main/org/apache/tools/ant/util/depend/bcel/AncestorAnalyzer.java,1
apache-ant-1.8.4/src/main/org/apache/tools/ant/util/depend/bcel/FullAnalyzer.java,1
apache-ant-1.8.4/src/main/org/apache/tools/zip/Simple8BitZipEncoding.java,1
apache-ant-1.8.4/src/tests/junit/org/apache/tools/ant/filters/TokenFilterTest.java,1
apache-ant-1.8.4/src/tests/junit/org/apache/tools/ant/taskdefs/ZipTest.java,1
apache-ant-1.8.4/src/tests/junit/org/apache/tools/ant/util/FileUtilsTest.java,1
apache-ant-1.8.4/src/tests/junit/org/example/junit/ThreadedOutput.java,1
aspectj-1.6.9-src/aspectjrt1.6.9-src/org/aspectj/runtime/reflect/AdviceSignatureImpl.java,1
aspectj-1.6.9-src/aspectjrt1.6.9-src/org/aspectj/runtime/reflect/ConstructorSignatureImpl.java,1
aspectj-1.6.9-src/aspectjrt1.6.9-src/org/aspectj/runtime/reflect/FieldSignatureImpl.java,1
aspectj-1.6.9-src/aspectjrt1.6.9-src/org/aspectj/runtime/reflect/InitializerSignatureImpl.java,1
aspectj-1.6.9-src/aspectjtools1.6.9-src/org/aspectj/ajde/ui/javaoptions/JavaCompilerWarningsOptionsPanel.java,1
aspectj-1.6.9-src/aspectjtools1.6.9-src/org/aspectj/ajde/ui/javaoptions/JavaComplianceOptionsPanel.java,1
aspectj-1.6.9-src/aspectjtools1.6.9-src/org/aspectj/ajde/ui/javaoptions/JavaDebugOptionsPanel.java,1
aspectj-1.6.9-src/aspectjtools1.6.9-src/org/aspectj/ajde/ui/javaoptions/JavaOtherOptionsPanel.java,1
aspectj-1.6.9-src/aspectjtools1.6.9-src/org/aspectj/ajdt/internal/core/builder/EclipseClassPathManager.java,1
aspectj-1.6.9-src/aspectjtools1.6.9-src/org/aspectj/apache/bcel/classfile/annotation/AnnotationGen.java,1
aspectj-1.6.9-src/aspectjtools1.6.9-src/org/aspectj/apache/bcel/generic/InstructionSelect.java,1
aspectj-1.6.9-src/aspectjtools1.6.9-src/org/aspectj/apache/bcel/util/ClassPath.java,1
aspectj-1.6.9-src/aspectjtools1.6.9-src/org/aspectj/apache/bcel/util/NonCachingClassLoaderRepository.java,1
aspectj-1.6.9-src/aspectjtools1.6.9-src/org/aspectj/org/eclipse/jdt/core/ToolFactory.java,2
aspectj-1.6.9-src/aspectjtools1.6.9-src/org/aspectj/org/eclipse/jdt/core/dom/MethodBinding.java,1
aspectj-1.6.9-src/aspectjtools1.6.9-src/org/aspectj/org/eclipse/jdt/core/dom/PackageBinding.java,1
aspectj-1.6.9-src/aspectjtools1.6.9-src/org/aspectj/org/eclipse/jdt/core/dom/TypeBinding.java,1
aspectj-1.6.9-src/aspectjtools1.6.9-src/org/aspectj/org/eclipse/jdt/internal/codeassist/CompletionEngine.java,1
aspectj-1.6.9-src/aspectjtools1.6.9-src/org/aspectj/org/eclipse/jdt/internal/compiler/problem/ProblemReporter.java,1
aspectj-1.6.9-src/aspectjtools1.6.9-src/org/aspectj/org/eclipse/jdt/internal/core/CompilationUnit.java,1
aspectj-1.6.9-src/aspectjtools1.6.9-src/org/aspectj/org/eclipse/jdt/internal/core/DeltaProcessor.java,1
aspectj-1.6.9-src/aspectjtools1.6.9-src/org/aspectj/org/eclipse/jdt/internal/core/JavaProject.java,1
aspectj-1.6.9-src/aspectjtools1.6.9-src/org/aspectj/org/eclipse/jdt/internal/core/PackageFragment.java,1
aspectj-1.6.9-src/aspectjtools1.6.9-src/org/aspectj/org/eclipse/jdt/internal/core/PackageFragmentRoot.java,1
aspectj-1.6.9-src/aspectjtools1.6.9-src/org/aspectj/org/eclipse/jdt/internal/core/SourceMapper.java,1
aspectj-1.6.9-src/aspectjtools1.6.9-src/org/aspectj/org/eclipse/jdt/internal/core/builder/ClasspathMultiDirectory.java,1
aspectj-1.6.9-src/aspectjtools1.6.9-src/org/aspectj/org/eclipse/jdt/internal/core/builder/SourceFile.java,1
aspectj-1.6.9-src/aspectjtools1.6.9-src/org/aspectj/org/eclipse/jdt/internal/core/dom/rewrite/ImportRewriteAnalyzer.java,1
aspectj-1.6.9-src/aspectjtools1.6.9-src/org/aspectj/org/eclipse/jdt/internal/core/hierarchy/TypeHierarchy.java,1
aspectj-1.6.9-src/aspectjtools1.6.9-src/org/aspectj/org/eclipse/jdt/internal/core/search/indexing/ReadWriteMonitor.java,2
aspectj-1.6.9-src/aspectjtools1.6.9-src/org/aspectj/org/eclipse/jdt/internal/core/search/matching/MatchLocator.java,1
aspectj-1.6.9-src/aspectjtools1.6.9-src/org/aspectj/org/eclipse/jdt/internal/core/search/processing/JobManager.java,1
aspectj-1.6.9-src/aspectjtools1.6.9-src/org/aspectj/runtime/reflect/AdviceSignatureImpl.java,1
aspectj-1.6.9-src/aspectjtools1.6.9-src/org/aspectj/runtime/reflect/ConstructorSignatureImpl.java,1
aspectj-1.6.9-src/aspectjtools1.6.9-src/org/aspectj/runtime/reflect/FieldSignatureImpl.java,1
aspectj-1.6.9-src/aspectjtools1.6.9-src/org/aspectj/runtime/reflect/InitializerSignatureImpl.java,1
aspectj-1.6.9-src/aspectjtools1.6.9-src/org/aspectj/tools/ajc/Main.java,1
aspectj-1.6.9-src/aspectjtools1.6.9-src/org/aspectj/tools/ajdoc/Main.java,1
aspectj-1.6.9-src/aspectjtools1.6.9-src/org/aspectj/weaver/JoinPointSignatureIterator.java,1
aspectj-1.6.9-src/aspectjtools1.6.9-src/org/aspectj/weaver/ResolvedMemberImpl.java,1
aspectj-1.6.9-src/aspectjtools1.6.9-src/org/aspectj/weaver/ResolvedTypeMunger.java,1
aspectj-1.6.9-src/aspectjtools1.6.9-src/org/aspectj/weaver/Shadow.java,1
aspectj-1.6.9-src/aspectjtools1.6.9-src/org/aspectj/weaver/bcel/BcelClassWeaver.java,1
aspectj-1.6.9-src/aspectjtools1.6.9-src/org/aspectj/weaver/bcel/BcelPerClauseAspectAdder.java,1
aspectj-1.6.9-src/aspectjtools1.6.9-src/org/aspectj/weaver/bcel/ClassPathManager.java,2
aspectj-1.6.9-src/aspectjtools1.6.9-src/org/aspectj/weaver/bcel/UnwovenClassFile.java,1
aspectj-1.6.9-src/aspectjtools1.6.9-src/org/aspectj/weaver/patterns/DeclarePrecedence.java,1
aspectj-1.6.9-src/aspectjtools1.6.9-src/org/aspectj/weaver/patterns/NamePattern.java,1
aspectj-1.6.9-src/aspectjtools1.6.9-src/org/aspectj/weaver/patterns/PatternParser.java,2
aspectj-1.6.9-src/aspectjtools1.6.9-src/org/aspectj/weaver/patterns/WildTypePattern.java,1
aspectj-1.6.9-src/aspectjweaver1.6.9-src/org/aspectj/apache/bcel/classfile/annotation/AnnotationGen.java,1
aspectj-1.6.9-src/aspectjweaver1.6.9-src/org/aspectj/apache/bcel/generic/InstructionSelect.java,1
aspectj-1.6.9-src/aspectjweaver1.6.9-src/org/aspectj/apache/bcel/util/ClassPath.java,1
aspectj-1.6.9-src/aspectjweaver1.6.9-src/org/aspectj/apache/bcel/util/NonCachingClassLoaderRepository.java,1
aspectj-1.6.9-src/aspectjweaver1.6.9-src/org/aspectj/runtime/reflect/AdviceSignatureImpl.java,1
aspectj-1.6.9-src/aspectjweaver1.6.9-src/org/aspectj/runtime/reflect/ConstructorSignatureImpl.java,1
aspectj-1.6.9-src/aspectjweaver1.6.9-src/org/aspectj/runtime/reflect/FieldSignatureImpl.java,1
aspectj-1.6.9-src/aspectjweaver1.6.9-src/org/aspectj/runtime/reflect/InitializerSignatureImpl.java,1
aspectj-1.6.9-src/aspectjweaver1.6.9-src/org/aspectj/weaver/JoinPointSignatureIterator.java,1
aspectj-1.6.9-src/aspectjweaver1.6.9-src/org/aspectj/weaver/ResolvedMemberImpl.java,1
aspectj-1.6.9-src/aspectjweaver1.6.9-src/org/aspectj/weaver/ResolvedTypeMunger.java,1
aspectj-1.6.9-src/aspectjweaver1.6.9-src/org/aspectj/weaver/Shadow.java,1
aspectj-1.6.9-src/aspectjweaver1.6.9-src/org/aspectj/weaver/bcel/BcelClassWeaver.java,1
aspectj-1.6.9-src/aspectjweaver1.6.9-src/org/aspectj/weaver/bcel/BcelPerClauseAspectAdder.java,1
aspectj-1.6.9-src/aspectjweaver1.6.9-src/org/aspectj/weaver/bcel/ClassPathManager.java,2
aspectj-1.6.9-src/aspectjweaver1.6.9-src/org/aspectj/weaver/bcel/UnwovenClassFile.java,1
aspectj-1.6.9-src/aspectjweaver1.6.9-src/org/aspectj/weaver/patterns/DeclarePrecedence.java,1
aspectj-1.6.9-src/aspectjweaver1.6.9-src/org/aspectj/weaver/patterns/NamePattern.java,1
aspectj-1.6.9-src/aspectjweaver1.6.9-src/org/aspectj/weaver/patterns/PatternParser.java,2
aspectj-1.6.9-src/aspectjweaver1.6.9-src/org/aspectj/weaver/patterns/WildTypePattern.java,1
aspectj-1.6.9-src/org.aspectj.matcher-1.6.9-src/org/aspectj/weaver/JoinPointSignatureIterator.java,1
aspectj-1.6.9-src/org.aspectj.matcher-1.6.9-src/org/aspectj/weaver/ResolvedMemberImpl.java,1
aspectj-1.6.9-src/org.aspectj.matcher-1.6.9-src/org/aspectj/weaver/ResolvedTypeMunger.java,1
aspectj-1.6.9-src/org.aspectj.matcher-1.6.9-src/org/aspectj/weaver/Shadow.java,1
aspectj-1.6.9-src/org.aspectj.matcher-1.6.9-src/org/aspectj/weaver/patterns/DeclarePrecedence.java,1
aspectj-1.6.9-src/org.aspectj.matcher-1.6.9-src/org/aspectj/weaver/patterns/NamePattern.java,1
aspectj-1.6.9-src/org.aspectj.matcher-1.6.9-src/org/aspectj/weaver/patterns/PatternParser.java,2
aspectj-1.6.9-src/org.aspectj.matcher-1.6.9-src/org/aspectj/weaver/patterns/WildTypePattern.java,1
axion-1.0-M2-src/axion-1.0-M2/src/org/axiondb/engine/BaseDatabase.java,1
axion-1.0-M2-src/axion-1.0-M2/src/org/axiondb/engine/Databases.java,1
axion-1.0-M2-src/axion-1.0-M2/src/org/axiondb/engine/DiskDatabase.java,2
axion-1.0-M2-src/axion-1.0-M2/src/org/axiondb/engine/TransactionManagerImpl.java,1
axion-1.0-M2-src/axion-1.0-M2/src/org/axiondb/jdbc/BaseAxionStatement.java,1
axion-1.0-M2-src/axion-1.0-M2/src/org/axiondb/types/BooleanType.java,1
axion-1.0-M2-src/axion-1.0-M2/src/org/axiondb/types/LOBType.java,1
axion-1.0-M2-src/axion-1.0-M2/src/org/axiondb/types/TimestampType.java,1
axion-1.0-M2-src/axion-1.0-M2/src/org/axiondb/types/UnsignedIntegerType.java,1
axion-1.0-M2-src/axion-1.0-M2/src/org/axiondb/util/BTree.java,2
axion-1.0-M2-src/axion-1.0-M2/src/org/axiondb/util/ObjectBTree.java,2
c-jdbc-2/c-jdbc-2.0.2-src/src/org/objectweb/cjdbc/common/net/RMISSLServerSocketFactory.java,1
c-jdbc-2/c-jdbc-2.0.2-src/src/org/objectweb/cjdbc/common/util/LoggingOutputStream.java,2
c-jdbc-2/c-jdbc-2.0.2-src/src/org/objectweb/cjdbc/console/gui/CjdbcGui.java,1
c-jdbc-2/c-jdbc-2.0.2-src/src/org/objectweb/cjdbc/console/gui/model/OperationModel.java,1
c-jdbc-2/c-jdbc-2.0.2-src/src/org/objectweb/cjdbc/console/text/module/VirtualDatabaseConsole.java,1
c-jdbc-2/c-jdbc-2.0.2-src/src/org/objectweb/cjdbc/console/wizard/XmlValidatorFrame.java,1
c-jdbc-2/c-jdbc-2.0.2-src/src/org/objectweb/cjdbc/console/wizard/XmlWizard.java,1
c-jdbc-2/c-jdbc-2.0.2-src/src/org/objectweb/cjdbc/controller/cache/metadata/MetadataCache.java,2
c-jdbc-2/c-jdbc-2.0.2-src/src/org/objectweb/cjdbc/controller/cache/parsing/ParsingCache.java,1
c-jdbc-2/c-jdbc-2.0.2-src/src/org/objectweb/cjdbc/controller/cache/result/schema/CacheDatabaseSchema.java,1
c-jdbc-2/c-jdbc-2.0.2-src/src/org/objectweb/cjdbc/controller/loadbalancer/BackendWorkerThread.java,1
c-jdbc-2/c-jdbc-2.0.2-src/src/org/objectweb/cjdbc/controller/loadbalancer/tasks/BeginTask.java,1
c-jdbc-2/c-jdbc-2.0.2-src/src/org/objectweb/cjdbc/controller/loadbalancer/tasks/SelectRequestTask.java,2
c-jdbc-2/c-jdbc-2.0.2-src/src/org/objectweb/cjdbc/controller/recoverylog/RecoveryLog.java,1
c-jdbc-2/c-jdbc-2.0.2-src/src/org/objectweb/cjdbc/controller/requestmanager/ParserThread.java,1
c-jdbc-2/c-jdbc-2.0.2-src/src/org/objectweb/cjdbc/controller/scheduler/schema/SchedulerDatabaseSchema.java,1
c-jdbc-2/c-jdbc-2.0.2-src/src/org/objectweb/cjdbc/controller/virtualdatabase/VirtualDatabaseWorkerThread.java,1
c-jdbc-2/c-jdbc-2.0.2-src/src/org/objectweb/cjdbc/driver/PreparedStatement.java,1
c-jdbc-2/c-jdbc-2.0.2-src/test/src/org/objectweb/cjdbc/requestplayer/ClientEmulator.java,1
c-jdbc-2/c-jdbc-2.0.2-src/test/src/org/objectweb/cjdbc/scenario/raidb0/Raidb0CheckSchemaScenario.java,1
c-jdbc-2/c-jdbc-2.0.2-src/test/src/org/objectweb/cjdbc/scenario/standalone/jvm/SpeedTest.java,1
c-jdbc-2/c-jdbc-2.0.2-src/test/src/org/objectweb/cjdbc/scenario/standalone/util/ReadPrioritaryFIFOWriteLockTest.java,3
c-jdbc-2/c-jdbc-2.0.2-src/test/src/org/objectweb/cjdbc/scenario/templates/DatabaseTemplate.java,1
c-jdbc-2/c-jdbc-2.0.2-src/test/src/org/objectweb/cjdbc/scenario/templates/SimpleHorizontalTemplate.java,1
c-jdbc-2/c-jdbc-2.0.2-src/test/src/org/objectweb/cjdbc/scenario/tools/components/ComponentManager.java,3
c-jdbc-2/c-jdbc-2.0.2-src/test/src/org/objectweb/cjdbc/scenario/tools/components/backend/hsqldb/HypersonicProcess.java,1
c-jdbc-2/c-jdbc-2.0.2-src/test/src/org/objectweb/cjdbc/scenario/tools/util/MemoryProfiler.java,1
c-jdbc-2/c-jdbc-2.0.2-src/test/src/org/objectweb/cjdbc/scenario/users/SQLInjectionScenario.java,1
castor-1/castor-1.3.1/anttask/src/main/java/org/castor/anttask/CastorCodeGenTask.java,1
castor-1/castor-1.3.1/codegen/src/main/java/org/exolab/castor/builder/BuilderConfiguration.java,2
castor-1/castor-1.3.1/codegen/src/main/java/org/exolab/castor/builder/SGStateInfo.java,1
castor-1/castor-1.3.1/codegen/src/main/java/org/exolab/castor/builder/SingleClassGenerator.java,1
castor-1/castor-1.3.1/codegen/src/main/java/org/exolab/javasource/JNaming.java,5
castor-1/castor-1.3.1/core/src/main/java/org/castor/core/util/AbstractProperties.java,2
castor-1/castor-1.3.1/cpa/src/main/java/org/castor/cpa/persistence/sql/keygen/AbstractKeyGenerator.java,1
castor-1/castor-1.3.1/cpa/src/main/java/org/castor/cpa/persistence/sql/keygen/HighLowKeyGenerator.java,1
castor-1/castor-1.3.1/cpa/src/main/java/org/castor/cpa/persistence/sql/keygen/MaxKeyGenerator.java,1
castor-1/castor-1.3.1/cpa/src/main/java/org/castor/jdo/util/JDOUtils.java,3
castor-1/castor-1.3.1/cpa/src/main/java/org/castor/persist/ObjectTracker.java,1
castor-1/castor-1.3.1/cpa/src/main/java/org/exolab/castor/jdo/engine/LocalDatabaseImpl.java,1
castor-1/castor-1.3.1/cpa/src/main/java/org/exolab/castor/persist/ClassMolderHelper.java,1
castor-1/castor-1.3.1/cpa/src/main/java/org/exolab/castor/persist/FieldMolder.java,2
castor-1/castor-1.3.1/cpa/src/test/java/org/castor/jdo/jpa/processors/fieldprocessors/TestJPAOneToManyProcessor.java,1
castor-1/castor-1.3.1/cpactf/src/test/java/org/castor/cpa/test/test2527/LogEntry.java,1
castor-1/castor-1.3.1/cpactf/src/test/java/org/castor/cpa/test/test2527/ReferingLogEntry.java,1
castor-1/castor-1.3.1/cpactf/src/test/java/org/castor/cpa/test/test70/ColArray.java,1
castor-1/castor-1.3.1/cpactf/src/test/java/org/castor/cpa/test/test85/Product.java,1
castor-1/castor-1.3.1/ddlgen/src/main/java/org/castor/ddlgen/schemaobject/Field.java,1
castor-1/castor-1.3.1/ddlgen/src/main/java/org/castor/ddlgen/schemaobject/ForeignKey.java,1
castor-1/castor-1.3.1/ddlgen/src/main/java/org/castor/ddlgen/schemaobject/Index.java,1
castor-1/castor-1.3.1/ddlgen/src/main/java/org/castor/ddlgen/schemaobject/KeyGenerator.java,1
castor-1/castor-1.3.1/ddlgen/src/main/java/org/castor/ddlgen/schemaobject/PrimaryKey.java,1
castor-1/castor-1.3.1/ddlgen/src/main/java/org/castor/ddlgen/schemaobject/Table.java,1
castor-1/castor-1.3.1/src/bugs/xml/c1342/Proxy.java,1
castor-1/castor-1.3.1/xml/src/main/java/org/castor/xml/JavaNamingImpl.java,5
castor-1/castor-1.3.1/xml/src/main/java/org/exolab/castor/mapping/handlers/EnumFieldHandler.java,1
castor-1/castor-1.3.1/xml/src/main/java/org/exolab/castor/mapping/loader/TypeInfo.java,1
castor-1/castor-1.3.1/xml/src/main/java/org/exolab/castor/xml/Introspector.java,2
castor-1/castor-1.3.1/xml/src/main/java/org/exolab/castor/xml/handlers/DateFieldHandler.java,1
castor-1/castor-1.3.1/xml/src/main/java/org/exolab/castor/xml/handlers/EnumFieldHandler.java,1
castor-1/castor-1.3.1/xml/src/main/java/org/exolab/castor/xml/wls8/WeblogicXercesOutputFormat.java,1
castor-1/castor-1.3.1/xml/src/main/java/org/exolab/castor/xml/wls8/WeblogicXercesSerializer.java,1
cobertura-1/cobertura-1.9.4.1/examples/functionalconditiontest/src/test/condition/ConditionCalls.java,1
cobertura-1/cobertura-1.9.4.1/src/net/sourceforge/cobertura/coveragedata/ClassData.java,4
cobertura-1/cobertura-1.9.4.1/src/net/sourceforge/cobertura/coveragedata/CoverageDataFileHandler.java,3
cobertura-1/cobertura-1.9.4.1/src/net/sourceforge/cobertura/coveragedata/JumpData.java,1
cobertura-1/cobertura-1.9.4.1/src/net/sourceforge/cobertura/coveragedata/LineData.java,3
cobertura-1/cobertura-1.9.4.1/src/net/sourceforge/cobertura/coveragedata/PackageData.java,1
cobertura-1/cobertura-1.9.4.1/src/net/sourceforge/cobertura/coveragedata/SourceFileData.java,1
cobertura-1/cobertura-1.9.4.1/src/net/sourceforge/cobertura/coveragedata/SwitchData.java,1
cobertura-1/cobertura-1.9.4.1/src/net/sourceforge/cobertura/reporting/html/files/CopyFiles.java,1
cobertura-1/cobertura-1.9.4.1/src/net/sourceforge/cobertura/util/IOUtil.java,4
cobertura-1/cobertura-1.9.4.1/test/net/sourceforge/cobertura/ant/Util.java,1
colt-1/colt/src/cern/colt/matrix/linalg/EigenvalueDecomposition.java,1
columba-1/columba-1.0-src/plugins/org.columba.chat.altura/src/org/columba/chat/config/Config.java,1
columba-1/columba-1.0-src/plugins/org.columba.chat.altura/src/org/columba/chat/ui/conversation/MessageListener.java,1
columba-1/columba-1.0-src/plugins/org.columba.chat.altura/src/org/columba/chat/ui/conversation/view/HTMLViewer.java,1
columba-1/columba-1.0-src/plugins/org.columba.example.ConfigExample/src/ConfigExample.java,1
columba-1/columba-1.0-src/src/addressbook/core/org/columba/addressbook/gui/SelectAddressDialog.java,1
columba-1/columba-1.0-src/src/addressbook/core/org/columba/addressbook/main/AddressbookExitWorker.java,1
columba-1/columba-1.0-src/src/columba/core/org/columba/core/base/Barrier.java,1
columba-1/columba-1.0-src/src/columba/core/org/columba/core/base/IPCHelper.java,1
columba-1/columba-1.0-src/src/columba/core/org/columba/core/base/ListTools.java,1
columba-1/columba-1.0-src/src/columba/core/org/columba/core/base/Mutex.java,1
columba-1/columba-1.0-src/src/columba/core/org/columba/core/base/StreamThread.java,1
columba-1/columba-1.0-src/src/columba/core/org/columba/core/command/Worker.java,1
columba-1/columba-1.0-src/src/columba/core/org/columba/core/connectionstate/ConnectionStateImpl.java,1
columba-1/columba-1.0-src/src/columba/core/org/columba/core/desktop/JDICDesktop.java,1
columba-1/columba-1.0-src/src/columba/core/org/columba/core/gui/profiles/ProfileManager.java,1
columba-1/columba-1.0-src/src/columba/core/org/columba/core/gui/statusbar/TaskManagerDialog.java,1
columba-1/columba-1.0-src/src/columba/core/org/columba/core/gui/themes/ThemeSwitcher.java,1
columba-1/columba-1.0-src/src/columba/core/org/columba/core/gui/util/AboutDialog.java,2
columba-1/columba-1.0-src/src/columba/core/org/columba/core/main/ColumbaClient.java,1
columba-1/columba-1.0-src/src/columba/core/org/columba/core/main/ColumbaServer.java,1
columba-1/columba-1.0-src/src/columba/core/org/columba/core/main/SessionController.java,1
columba-1/columba-1.0-src/src/columba/core/org/columba/core/services/Service.java,1
columba-1/columba-1.0-src/src/columba/core/org/columba/core/shutdown/ShutdownManager.java,1
columba-1/columba-1.0-src/src/mail/core/org/columba/mail/folder/command/SaveMessageBodyAsCommand.java,1
columba-1/columba-1.0-src/src/mail/core/org/columba/mail/folder/imap/IMAPRootFolder.java,1
columba-1/columba-1.0-src/src/mail/core/org/columba/mail/folder/outbox/SendListManager.java,1
columba-1/columba-1.0-src/src/mail/core/org/columba/mail/gui/composer/action/ExternalEditorAction.java,1
columba-1/columba-1.0-src/src/mail/core/org/columba/mail/gui/composer/html/util/ExtendedHTMLEditorKit.java,1
columba-1/columba-1.0-src/src/mail/core/org/columba/mail/gui/message/MessageController.java,1
columba-1/columba-1.0-src/src/mail/core/org/columba/mail/gui/message/command/ViewMessageSourceCommand.java,1
columba-1/columba-1.0-src/src/mail/core/org/columba/mail/gui/table/plugins/BooleanHeaderRenderer.java,1
columba-1/columba-1.0-src/src/mail/core/org/columba/mail/imap/IMAPServer.java,2
columba-1/columba-1.0-src/src/mail/core/org/columba/mail/pop3/POP3Store.java,1
columba-1/columba-1.0-src/src/mail/core/org/columba/mail/spam/spamassassin/ExternalToolsHelper.java,1
columba-1/columba-1.0-src/src/mail/core/org/columba/mail/spam/spamassassin/IPCHelper.java,1
columba-1/columba-1.0-src/src/mail/test/org/columba/mail/folder/IMAPTstFactory.java,1
commons-collections-3/commons-collections-3.2.1-src/src/java/org/apache/commons/collections/CursorableLinkedList.java,2
commons-collections-3/commons-collections-3.2.1-src/src/java/org/apache/commons/collections/DoubleOrderedMap.java,1
commons-collections-3/commons-collections-3.2.1-src/src/java/org/apache/commons/collections/SequencedHashMap.java,2
commons-collections-3/commons-collections-3.2.1-src/src/java/org/apache/commons/collections/StaticBucketMap.java,1
commons-collections-3/commons-collections-3.2.1-src/src/java/org/apache/commons/collections/comparators/NullComparator.java,1
commons-collections-3/commons-collections-3.2.1-src/src/java/org/apache/commons/collections/iterators/CollatingIterator.java,1
commons-collections-3/commons-collections-3.2.1-src/src/test/org/apache/commons/collections/LocalTestNode.java,1
commons-collections-3/commons-collections-3.2.1-src/src/test/org/apache/commons/collections/map/AbstractTestMap.java,1
displaytag-1/displaytag-1.2/displaytag-export-poi/src/main/java/org/displaytag/export/excel/DefaultHssfExportView.java,1
displaytag-1/displaytag-1.2/displaytag/src/main/java/org/displaytag/decorator/DefaultDecoratorFactory.java,2
displaytag-1/displaytag-1.2/displaytag/src/main/java/org/displaytag/render/HtmlTableWriter.java,2
drjava-stable-20100913-r5387-src/drjava-stable-20100913-r5387/src/src/edu/rice/cs/drjava/DrJavaTestCase.java,1
drjava-stable-20100913-r5387-src/drjava-stable-20100913-r5387/src/src/edu/rice/cs/drjava/model/AbstractDJDocument.java,1
drjava-stable-20100913-r5387-src/drjava-stable-20100913-r5387/src/src/edu/rice/cs/drjava/model/AbstractGlobalModel.java,2
drjava-stable-20100913-r5387-src/drjava-stable-20100913-r5387/src/src/edu/rice/cs/drjava/model/DefaultGlobalModel.java,1
drjava-stable-20100913-r5387-src/drjava-stable-20100913-r5387/src/src/edu/rice/cs/drjava/model/GlobalModelTestCase.java,6
drjava-stable-20100913-r5387-src/drjava-stable-20100913-r5387/src/src/edu/rice/cs/drjava/model/MultiThreadedTestCaseTest.java,1
drjava-stable-20100913-r5387-src/drjava-stable-20100913-r5387/src/src/edu/rice/cs/drjava/model/debug/jpda/DebugAction.java,1
drjava-stable-20100913-r5387-src/drjava-stable-20100913-r5387/src/src/edu/rice/cs/drjava/model/debug/jpda/DocumentDebugAction.java,1
drjava-stable-20100913-r5387-src/drjava-stable-20100913-r5387/src/src/edu/rice/cs/drjava/model/debug/jpda/EventHandlerThread.java,1
drjava-stable-20100913-r5387-src/drjava-stable-20100913-r5387/src/src/edu/rice/cs/drjava/model/debug/jpda/JPDADebugger.java,2
drjava-stable-20100913-r5387-src/drjava-stable-20100913-r5387/src/src/edu/rice/cs/drjava/model/javadoc/DefaultJavadocModel.java,3
drjava-stable-20100913-r5387-src/drjava-stable-20100913-r5387/src/src/edu/rice/cs/drjava/model/repl/InteractionsEditorKit.java,1
drjava-stable-20100913-r5387-src/drjava-stable-20100913-r5387/src/src/edu/rice/cs/drjava/model/repl/InteractionsModel.java,1
drjava-stable-20100913-r5387-src/drjava-stable-20100913-r5387/src/src/edu/rice/cs/drjava/platform/DefaultPlatform.java,1
drjava-stable-20100913-r5387-src/drjava-stable-20100913-r5387/src/src/edu/rice/cs/drjava/project/ProjectProfile.java,4
drjava-stable-20100913-r5387-src/drjava-stable-20100913-r5387/src/src/edu/rice/cs/drjava/ui/EditExternalDialog.java,1
drjava-stable-20100913-r5387-src/drjava-stable-20100913-r5387/src/src/edu/rice/cs/drjava/ui/ExternalProcessPanel.java,1
drjava-stable-20100913-r5387-src/drjava-stable-20100913-r5387/src/src/edu/rice/cs/drjava/ui/FindReplacePanel.java,2
drjava-stable-20100913-r5387-src/drjava-stable-20100913-r5387/src/src/edu/rice/cs/drjava/ui/LessPanel.java,1
drjava-stable-20100913-r5387-src/drjava-stable-20100913-r5387/src/src/edu/rice/cs/drjava/ui/MainFrame.java,3
drjava-stable-20100913-r5387-src/drjava-stable-20100913-r5387/src/src/edu/rice/cs/drjava/ui/MainFrameTest.java,3
drjava-stable-20100913-r5387-src/drjava-stable-20100913-r5387/src/src/edu/rice/cs/drjava/ui/config/ConfigPanel.java,1
drjava-stable-20100913-r5387-src/drjava-stable-20100913-r5387/src/src/edu/rice/cs/drjava/ui/config/VectorFileOptionComponentTest.java,1
drjava-stable-20100913-r5387-src/drjava-stable-20100913-r5387/src/src/edu/rice/cs/drjava/ui/predictive/PredictiveInputModel.java,1
drjava-stable-20100913-r5387-src/drjava-stable-20100913-r5387/src/src/edu/rice/cs/util/LogTest.java,1
drjava-stable-20100913-r5387-src/drjava-stable-20100913-r5387/src/src/edu/rice/cs/util/ReaderWriterLockTest.java,2
drjava-stable-20100913-r5387-src/drjava-stable-20100913-r5387/src/src/edu/rice/cs/util/jar/JarBuilder.java,1
drjava-stable-20100913-r5387-src/drjava-stable-20100913-r5387/src/src/edu/rice/cs/util/swing/UtilitiesTest.java,1
eXoPortal-v1/exo/jsf-components/src/java/org/exoplatform/faces/ValidatorManager.java,1
eXoPortal-v1/exo/jsf-components/src/java/org/exoplatform/faces/core/component/UIToolbar.java,1
eXoPortal-v1/exo/portlets/core/admin/src/java/org/exoplatform/portlets/backup/component/model/ImportData.java,1
eXoPortal-v1/exo/portlets/core/wsrp/src/java/org/exoplatform/portlets/wsrp/component/UIProducerMenu.java,1
eXoPortal-v1/exo/services/database/impl/src/java/org/exoplatform/services/database/impl/HibernateServiceImpl.java,1
